One,Two
"['04,15,23,41,44,45,46', '04,24,28,30,35,39,19', '03,10,11,36,37,45,29']","05,08,22,26,27,44,10"
"['04,24,28,30,35,39,19', '03,10,11,36,37,45,29', '05,08,22,26,27,44,10']","06,12,20,43,47,48,41"
"['03,10,11,36,37,45,29', '05,08,22,26,27,44,10', '06,12,20,43,47,48,41']","09,10,36,40,42,43,41"
"['05,08,22,26,27,44,10', '06,12,20,43,47,48,41', '09,10,36,40,42,43,41']","02,04,06,21,25,46,28"
"['06,12,20,43,47,48,41', '09,10,36,40,42,43,41', '02,04,06,21,25,46,28']","17,18,23,24,25,28,41"
"['09,10,36,40,42,43,41', '02,04,06,21,25,46,28', '17,18,23,24,25,28,41']","03,08,11,36,38,49,19"
"['02,04,06,21,25,46,28', '17,18,23,24,25,28,41', '03,08,11,36,38,49,19']","13,15,33,37,38,41,47"
"['17,18,23,24,25,28,41', '03,08,11,36,38,49,19', '13,15,33,37,38,41,47']","09,20,22,31,45,46,03"
"['03,08,11,36,38,49,19', '13,15,33,37,38,41,47', '09,20,22,31,45,46,03']","24,28,37,38,43,45,18"
"['13,15,33,37,38,41,47', '09,20,22,31,45,46,03', '24,28,37,38,43,45,18']","09,20,26,29,40,41,21"
"['09,20,22,31,45,46,03', '24,28,37,38,43,45,18', '09,20,26,29,40,41,21']","02,13,16,36,44,47,21"
"['24,28,37,38,43,45,18', '09,20,26,29,40,41,21', '02,13,16,36,44,47,21']","09,14,24,27,37,41,12"
"['09,20,26,29,40,41,21', '02,13,16,36,44,47,21', '09,14,24,27,37,41,12']","05,12,25,27,41,44,18"
"['02,13,16,36,44,47,21', '09,14,24,27,37,41,12', '05,12,25,27,41,44,18']","11,22,26,28,33,37,42"
"['09,14,24,27,37,41,12', '05,12,25,27,41,44,18', '11,22,26,28,33,37,42']","07,11,13,25,30,40,06"
"['05,12,25,27,41,44,18', '11,22,26,28,33,37,42', '07,11,13,25,30,40,06']","03,22,31,43,46,47,14"
"['11,22,26,28,33,37,42', '07,11,13,25,30,40,06', '03,22,31,43,46,47,14']","01,11,14,18,35,43,25"
"['07,11,13,25,30,40,06', '03,22,31,43,46,47,14', '01,11,14,18,35,43,25']","06,12,21,27,36,48,18"
"['03,22,31,43,46,47,14', '01,11,14,18,35,43,25', '06,12,21,27,36,48,18']","02,15,17,31,32,38,11"
"['01,11,14,18,35,43,25', '06,12,21,27,36,48,18', '02,15,17,31,32,38,11']","02,04,05,09,35,45,48"
"['06,12,21,27,36,48,18', '02,15,17,31,32,38,11', '02,04,05,09,35,45,48']","10,17,22,37,43,49,08"
"['02,15,17,31,32,38,11', '02,04,05,09,35,45,48', '10,17,22,37,43,49,08']","04,10,18,34,40,43,03"
"['02,04,05,09,35,45,48', '10,17,22,37,43,49,08', '04,10,18,34,40,43,03']","04,20,22,28,47,48,43"
"['10,17,22,37,43,49,08', '04,10,18,34,40,43,03', '04,20,22,28,47,48,43']","08,12,16,25,28,45,49"
"['04,10,18,34,40,43,03', '04,20,22,28,47,48,43', '08,12,16,25,28,45,49']","09,14,25,31,36,46,40"
"['04,20,22,28,47,48,43', '08,12,16,25,28,45,49', '09,14,25,31,36,46,40']","04,06,13,22,30,44,05"
"['08,12,16,25,28,45,49', '09,14,25,31,36,46,40', '04,06,13,22,30,44,05']","03,04,09,10,28,45,37"
"['09,14,25,31,36,46,40', '04,06,13,22,30,44,05', '03,04,09,10,28,45,37']","04,15,21,30,41,46,48"
"['04,06,13,22,30,44,05', '03,04,09,10,28,45,37', '04,15,21,30,41,46,48']","04,08,11,15,16,25,43"
"['03,04,09,10,28,45,37', '04,15,21,30,41,46,48', '04,08,11,15,16,25,43']","03,09,16,18,41,48,22"
"['04,15,21,30,41,46,48', '04,08,11,15,16,25,43', '03,09,16,18,41,48,22']","02,08,09,10,21,31,44"
"['04,08,11,15,16,25,43', '03,09,16,18,41,48,22', '02,08,09,10,21,31,44']","02,04,14,24,27,46,28"
"['03,09,16,18,41,48,22', '02,08,09,10,21,31,44', '02,04,14,24,27,46,28']","01,06,11,37,41,44,04"
"['02,08,09,10,21,31,44', '02,04,14,24,27,46,28', '01,06,11,37,41,44,04']","15,28,29,31,32,47,18"
"['02,04,14,24,27,46,28', '01,06,11,37,41,44,04', '15,28,29,31,32,47,18']","01,02,07,09,16,29,15"
"['01,06,11,37,41,44,04', '15,28,29,31,32,47,18', '01,02,07,09,16,29,15']","05,14,18,34,44,47,10"
"['15,28,29,31,32,47,18', '01,02,07,09,16,29,15', '05,14,18,34,44,47,10']","01,03,29,35,43,47,40"
"['01,02,07,09,16,29,15', '05,14,18,34,44,47,10', '01,03,29,35,43,47,40']","04,05,15,20,29,39,34"
"['05,14,18,34,44,47,10', '01,03,29,35,43,47,40', '04,05,15,20,29,39,34']","01,16,25,34,36,38,41"
"['01,03,29,35,43,47,40', '04,05,15,20,29,39,34', '01,16,25,34,36,38,41']","04,05,22,33,36,43,26"
"['04,05,15,20,29,39,34', '01,16,25,34,36,38,41', '04,05,22,33,36,43,26']","11,20,40,41,45,49,36"
"['01,16,25,34,36,38,41', '04,05,22,33,36,43,26', '11,20,40,41,45,49,36']","18,20,25,36,48,49,21"
"['04,05,22,33,36,43,26', '11,20,40,41,45,49,36', '18,20,25,36,48,49,21']","02,06,09,24,27,45,49"
"['11,20,40,41,45,49,36', '18,20,25,36,48,49,21', '02,06,09,24,27,45,49']","05,15,23,29,31,44,17"
"['18,20,25,36,48,49,21', '02,06,09,24,27,45,49', '05,15,23,29,31,44,17']","05,15,28,29,33,40,26"
"['02,06,09,24,27,45,49', '05,15,23,29,31,44,17', '05,15,28,29,33,40,26']","20,22,28,38,41,47,25"
"['05,15,23,29,31,44,17', '05,15,28,29,33,40,26', '20,22,28,38,41,47,25']","01,02,09,25,28,44,42"
"['05,15,28,29,33,40,26', '20,22,28,38,41,47,25', '01,02,09,25,28,44,42']","07,10,23,44,45,47,38"
"['20,22,28,38,41,47,25', '01,02,09,25,28,44,42', '07,10,23,44,45,47,38']","02,05,06,19,38,45,01"
"['01,02,09,25,28,44,42', '07,10,23,44,45,47,38', '02,05,06,19,38,45,01']","07,10,12,22,30,34,08"
"['07,10,23,44,45,47,38', '02,05,06,19,38,45,01', '07,10,12,22,30,34,08']","05,12,19,21,33,42,09"
"['02,05,06,19,38,45,01', '07,10,12,22,30,34,08', '05,12,19,21,33,42,09']","01,03,16,31,42,48,23"
"['07,10,12,22,30,34,08', '05,12,19,21,33,42,09', '01,03,16,31,42,48,23']","01,06,16,34,36,40,38"
"['05,12,19,21,33,42,09', '01,03,16,31,42,48,23', '01,06,16,34,36,40,38']","25,28,31,32,34,36,43"
"['01,03,16,31,42,48,23', '01,06,16,34,36,40,38', '25,28,31,32,34,36,43']","14,21,25,27,43,47,05"
"['01,06,16,34,36,40,38', '25,28,31,32,34,36,43', '14,21,25,27,43,47,05']","02,04,36,41,42,48,34"
"['25,28,31,32,34,36,43', '14,21,25,27,43,47,05', '02,04,36,41,42,48,34']","06,11,21,22,35,41,27"
"['14,21,25,27,43,47,05', '02,04,36,41,42,48,34', '06,11,21,22,35,41,27']","12,14,21,23,25,30,03"
"['02,04,36,41,42,48,34', '06,11,21,22,35,41,27', '12,14,21,23,25,30,03']","05,07,24,26,30,47,36"
"['06,11,21,22,35,41,27', '12,14,21,23,25,30,03', '05,07,24,26,30,47,36']","19,26,28,33,38,46,48"
"['12,14,21,23,25,30,03', '05,07,24,26,30,47,36', '19,26,28,33,38,46,48']","11,31,41,44,47,49,25"
"['05,07,24,26,30,47,36', '19,26,28,33,38,46,48', '11,31,41,44,47,49,25']","07,08,19,30,43,48,49"
"['19,26,28,33,38,46,48', '11,31,41,44,47,49,25', '07,08,19,30,43,48,49']","02,17,31,35,37,46,03"
"['11,31,41,44,47,49,25', '07,08,19,30,43,48,49', '02,17,31,35,37,46,03']","03,25,39,44,45,48,13"
"['07,08,19,30,43,48,49', '02,17,31,35,37,46,03', '03,25,39,44,45,48,13']","14,17,30,31,36,47,28"
"['02,17,31,35,37,46,03', '03,25,39,44,45,48,13', '14,17,30,31,36,47,28']","01,23,26,27,33,41,18"
"['03,25,39,44,45,48,13', '14,17,30,31,36,47,28', '01,23,26,27,33,41,18']","07,14,16,38,45,49,25"
"['14,17,30,31,36,47,28', '01,23,26,27,33,41,18', '07,14,16,38,45,49,25']","01,02,15,21,31,35,33"
"['01,23,26,27,33,41,18', '07,14,16,38,45,49,25', '01,02,15,21,31,35,33']","01,03,14,17,36,49,10"
"['07,14,16,38,45,49,25', '01,02,15,21,31,35,33', '01,03,14,17,36,49,10']","06,23,39,45,46,47,18"
"['01,02,15,21,31,35,33', '01,03,14,17,36,49,10', '06,23,39,45,46,47,18']","05,10,27,37,39,46,08"
"['01,03,14,17,36,49,10', '06,23,39,45,46,47,18', '05,10,27,37,39,46,08']","03,18,33,34,43,45,02"
"['06,23,39,45,46,47,18', '05,10,27,37,39,46,08', '03,18,33,34,43,45,02']","01,08,16,22,24,30,14"
"['05,10,27,37,39,46,08', '03,18,33,34,43,45,02', '01,08,16,22,24,30,14']","03,05,18,23,40,45,41"
"['03,18,33,34,43,45,02', '01,08,16,22,24,30,14', '03,05,18,23,40,45,41']","03,04,13,26,39,42,18"
"['01,08,16,22,24,30,14', '03,05,18,23,40,45,41', '03,04,13,26,39,42,18']","02,12,18,22,34,36,08"
"['03,05,18,23,40,45,41', '03,04,13,26,39,42,18', '02,12,18,22,34,36,08']","05,15,24,37,38,39,06"
"['03,04,13,26,39,42,18', '02,12,18,22,34,36,08', '05,15,24,37,38,39,06']","16,28,35,44,46,48,26"
"['02,12,18,22,34,36,08', '05,15,24,37,38,39,06', '16,28,35,44,46,48,26']","02,08,11,12,26,35,47"
"['05,15,24,37,38,39,06', '16,28,35,44,46,48,26', '02,08,11,12,26,35,47']","05,16,23,28,38,47,49"
"['16,28,35,44,46,48,26', '02,08,11,12,26,35,47', '05,16,23,28,38,47,49']","04,12,23,30,35,48,46"
"['02,08,11,12,26,35,47', '05,16,23,28,38,47,49', '04,12,23,30,35,48,46']","03,04,09,10,27,31,26"
"['05,16,23,28,38,47,49', '04,12,23,30,35,48,46', '03,04,09,10,27,31,26']","02,14,27,28,44,49,30"
"['04,12,23,30,35,48,46', '03,04,09,10,27,31,26', '02,14,27,28,44,49,30']","07,11,20,38,39,45,30"
"['03,04,09,10,27,31,26', '02,14,27,28,44,49,30', '07,11,20,38,39,45,30']","08,11,14,17,23,33,30"
"['02,14,27,28,44,49,30', '07,11,20,38,39,45,30', '08,11,14,17,23,33,30']","09,12,17,28,40,43,13"
"['07,11,20,38,39,45,30', '08,11,14,17,23,33,30', '09,12,17,28,40,43,13']","12,24,25,27,34,36,39"
"['08,11,14,17,23,33,30', '09,12,17,28,40,43,13', '12,24,25,27,34,36,39']","23,26,31,33,36,38,21"
"['09,12,17,28,40,43,13', '12,24,25,27,34,36,39', '23,26,31,33,36,38,21']","01,10,25,28,38,49,23"
"['12,24,25,27,34,36,39', '23,26,31,33,36,38,21', '01,10,25,28,38,49,23']","10,12,13,24,31,40,47"
"['23,26,31,33,36,38,21', '01,10,25,28,38,49,23', '10,12,13,24,31,40,47']","06,13,30,34,38,44,48"
"['01,10,25,28,38,49,23', '10,12,13,24,31,40,47', '06,13,30,34,38,44,48']","03,10,20,21,24,48,26"
"['10,12,13,24,31,40,47', '06,13,30,34,38,44,48', '03,10,20,21,24,48,26']","10,21,23,25,38,42,33"
"['06,13,30,34,38,44,48', '03,10,20,21,24,48,26', '10,21,23,25,38,42,33']","04,23,36,39,45,47,25"
"['03,10,20,21,24,48,26', '10,21,23,25,38,42,33', '04,23,36,39,45,47,25']","01,07,10,32,42,45,26"
"['10,21,23,25,38,42,33', '04,23,36,39,45,47,25', '01,07,10,32,42,45,26']","03,06,19,22,31,32,05"
"['04,23,36,39,45,47,25', '01,07,10,32,42,45,26', '03,06,19,22,31,32,05']","12,15,21,23,25,35,24"
"['01,07,10,32,42,45,26', '03,06,19,22,31,32,05', '12,15,21,23,25,35,24']","07,13,15,20,22,47,19"
"['03,06,19,22,31,32,05', '12,15,21,23,25,35,24', '07,13,15,20,22,47,19']","26,27,40,41,42,43,28"
"['12,15,21,23,25,35,24', '07,13,15,20,22,47,19', '26,27,40,41,42,43,28']","01,15,16,33,35,48,10"
"['07,13,15,20,22,47,19', '26,27,40,41,42,43,28', '01,15,16,33,35,48,10']","05,06,08,09,10,43,13"
"['26,27,40,41,42,43,28', '01,15,16,33,35,48,10', '05,06,08,09,10,43,13']","07,19,26,37,38,46,29"
"['01,15,16,33,35,48,10', '05,06,08,09,10,43,13', '07,19,26,37,38,46,29']","08,10,11,21,23,44,42"
"['05,06,08,09,10,43,13', '07,19,26,37,38,46,29', '08,10,11,21,23,44,42']","07,13,14,20,21,49,34"
"['07,19,26,37,38,46,29', '08,10,11,21,23,44,42', '07,13,14,20,21,49,34']","12,25,26,31,36,42,29"
"['08,10,11,21,23,44,42', '07,13,14,20,21,49,34', '12,25,26,31,36,42,29']","09,16,18,32,41,47,46"
"['07,13,14,20,21,49,34', '12,25,26,31,36,42,29', '09,16,18,32,41,47,46']","04,22,28,29,44,47,32"
"['12,25,26,31,36,42,29', '09,16,18,32,41,47,46', '04,22,28,29,44,47,32']","14,31,34,37,42,48,29"
"['09,16,18,32,41,47,46', '04,22,28,29,44,47,32', '14,31,34,37,42,48,29']","13,29,31,38,45,46,43"
"['04,22,28,29,44,47,32', '14,31,34,37,42,48,29', '13,29,31,38,45,46,43']","10,22,31,32,41,48,24"
"['14,31,34,37,42,48,29', '13,29,31,38,45,46,43', '10,22,31,32,41,48,24']","05,06,11,16,19,42,10"
"['13,29,31,38,45,46,43', '10,22,31,32,41,48,24', '05,06,11,16,19,42,10']","11,16,27,33,34,40,07"
"['10,22,31,32,41,48,24', '05,06,11,16,19,42,10', '11,16,27,33,34,40,07']","05,17,19,26,28,43,25"
"['05,06,11,16,19,42,10', '11,16,27,33,34,40,07', '05,17,19,26,28,43,25']","13,14,21,24,27,30,20"
"['11,16,27,33,34,40,07', '05,17,19,26,28,43,25', '13,14,21,24,27,30,20']","03,11,19,21,40,42,14"
"['05,17,19,26,28,43,25', '13,14,21,24,27,30,20', '03,11,19,21,40,42,14']","20,31,33,40,42,46,30"
"['13,14,21,24,27,30,20', '03,11,19,21,40,42,14', '20,31,33,40,42,46,30']","01,15,28,38,41,42,24"
"['03,11,19,21,40,42,14', '20,31,33,40,42,46,30', '01,15,28,38,41,42,24']","11,15,24,27,37,46,01"
"['20,31,33,40,42,46,30', '01,15,28,38,41,42,24', '11,15,24,27,37,46,01']","02,03,07,26,30,49,06"
"['01,15,28,38,41,42,24', '11,15,24,27,37,46,01', '02,03,07,26,30,49,06']","02,05,32,38,42,49,44"
"['11,15,24,27,37,46,01', '02,03,07,26,30,49,06', '02,05,32,38,42,49,44']","03,04,08,25,36,42,32"
"['02,03,07,26,30,49,06', '02,05,32,38,42,49,44', '03,04,08,25,36,42,32']","04,05,07,13,24,30,49"
"['02,05,32,38,42,49,44', '03,04,08,25,36,42,32', '04,05,07,13,24,30,49']","07,19,27,31,42,46,39"
"['03,04,08,25,36,42,32', '04,05,07,13,24,30,49', '07,19,27,31,42,46,39']","06,10,11,16,29,44,37"
"['04,05,07,13,24,30,49', '07,19,27,31,42,46,39', '06,10,11,16,29,44,37']","12,17,19,22,27,42,48"
"['07,19,27,31,42,46,39', '06,10,11,16,29,44,37', '12,17,19,22,27,42,48']","11,17,29,36,44,49,33"
"['06,10,11,16,29,44,37', '12,17,19,22,27,42,48', '11,17,29,36,44,49,33']","06,09,11,17,22,36,44"
"['12,17,19,22,27,42,48', '11,17,29,36,44,49,33', '06,09,11,17,22,36,44']","05,11,30,34,44,48,40"
"['11,17,29,36,44,49,33', '06,09,11,17,22,36,44', '05,11,30,34,44,48,40']","05,12,41,43,45,46,33"
"['06,09,11,17,22,36,44', '05,11,30,34,44,48,40', '05,12,41,43,45,46,33']","02,10,16,22,30,33,41"
"['05,11,30,34,44,48,40', '05,12,41,43,45,46,33', '02,10,16,22,30,33,41']","06,15,25,37,41,49,03"
"['05,12,41,43,45,46,33', '02,10,16,22,30,33,41', '06,15,25,37,41,49,03']","01,04,31,32,34,35,33"
"['02,10,16,22,30,33,41', '06,15,25,37,41,49,03', '01,04,31,32,34,35,33']","01,17,30,31,32,45,33"
"['06,15,25,37,41,49,03', '01,04,31,32,34,35,33', '01,17,30,31,32,45,33']","06,22,27,34,42,44,36"
"['01,04,31,32,34,35,33', '01,17,30,31,32,45,33', '06,22,27,34,42,44,36']","01,16,17,30,36,49,44"
"['01,17,30,31,32,45,33', '06,22,27,34,42,44,36', '01,16,17,30,36,49,44']","06,28,30,34,43,46,09"
"['06,22,27,34,42,44,36', '01,16,17,30,36,49,44', '06,28,30,34,43,46,09']","02,04,18,20,32,49,30"
"['01,16,17,30,36,49,44', '06,28,30,34,43,46,09', '02,04,18,20,32,49,30']","04,10,11,14,32,36,09"
"['06,28,30,34,43,46,09', '02,04,18,20,32,49,30', '04,10,11,14,32,36,09']","03,04,10,23,25,26,33"
"['02,04,18,20,32,49,30', '04,10,11,14,32,36,09', '03,04,10,23,25,26,33']","06,27,40,44,45,47,11"
"['04,10,11,14,32,36,09', '03,04,10,23,25,26,33', '06,27,40,44,45,47,11']","03,09,13,28,40,48,39"
"['03,04,10,23,25,26,33', '06,27,40,44,45,47,11', '03,09,13,28,40,48,39']","01,10,13,33,34,46,07"
"['06,27,40,44,45,47,11', '03,09,13,28,40,48,39', '01,10,13,33,34,46,07']","22,25,29,31,34,46,49"
"['03,09,13,28,40,48,39', '01,10,13,33,34,46,07', '22,25,29,31,34,46,49']","03,11,19,20,22,28,13"
"['01,10,13,33,34,46,07', '22,25,29,31,34,46,49', '03,11,19,20,22,28,13']","13,17,19,26,39,45,11"
"['22,25,29,31,34,46,49', '03,11,19,20,22,28,13', '13,17,19,26,39,45,11']","13,14,20,30,37,45,01"
"['03,11,19,20,22,28,13', '13,17,19,26,39,45,11', '13,14,20,30,37,45,01']","24,25,26,30,36,48,45"
"['13,17,19,26,39,45,11', '13,14,20,30,37,45,01', '24,25,26,30,36,48,45']","05,14,26,38,41,43,04"
"['13,14,20,30,37,45,01', '24,25,26,30,36,48,45', '05,14,26,38,41,43,04']","16,24,25,26,39,44,30"
"['24,25,26,30,36,48,45', '05,14,26,38,41,43,04', '16,24,25,26,39,44,30']","03,07,42,45,46,49,08"
"['05,14,26,38,41,43,04', '16,24,25,26,39,44,30', '03,07,42,45,46,49,08']","11,13,15,21,35,38,37"
"['16,24,25,26,39,44,30', '03,07,42,45,46,49,08', '11,13,15,21,35,38,37']","11,17,21,36,43,49,05"
"['03,07,42,45,46,49,08', '11,13,15,21,35,38,37', '11,17,21,36,43,49,05']","02,12,14,30,41,46,29"
"['11,13,15,21,35,38,37', '11,17,21,36,43,49,05', '02,12,14,30,41,46,29']","06,16,20,25,33,46,12"
"['11,17,21,36,43,49,05', '02,12,14,30,41,46,29', '06,16,20,25,33,46,12']","01,02,07,26,38,43,04"
"['02,12,14,30,41,46,29', '06,16,20,25,33,46,12', '01,02,07,26,38,43,04']","08,14,21,22,30,31,48"
"['06,16,20,25,33,46,12', '01,02,07,26,38,43,04', '08,14,21,22,30,31,48']","08,12,17,18,19,34,37"
"['01,02,07,26,38,43,04', '08,14,21,22,30,31,48', '08,12,17,18,19,34,37']","12,15,22,23,41,48,17"
"['08,14,21,22,30,31,48', '08,12,17,18,19,34,37', '12,15,22,23,41,48,17']","01,11,17,25,41,45,32"
"['08,12,17,18,19,34,37', '12,15,22,23,41,48,17', '01,11,17,25,41,45,32']","08,12,23,24,45,46,36"
"['12,15,22,23,41,48,17', '01,11,17,25,41,45,32', '08,12,23,24,45,46,36']","03,06,17,23,28,32,45"
"['01,11,17,25,41,45,32', '08,12,23,24,45,46,36', '03,06,17,23,28,32,45']","04,21,25,32,37,43,02"
"['08,12,23,24,45,46,36', '03,06,17,23,28,32,45', '04,21,25,32,37,43,02']","07,13,18,19,25,37,14"
"['03,06,17,23,28,32,45', '04,21,25,32,37,43,02', '07,13,18,19,25,37,14']","01,02,26,31,39,40,38"
"['04,21,25,32,37,43,02', '07,13,18,19,25,37,14', '01,02,26,31,39,40,38']","14,17,20,25,43,48,15"
"['07,13,18,19,25,37,14', '01,02,26,31,39,40,38', '14,17,20,25,43,48,15']","17,22,26,29,37,43,31"
"['01,02,26,31,39,40,38', '14,17,20,25,43,48,15', '17,22,26,29,37,43,31']","04,06,11,22,42,48,23"
"['14,17,20,25,43,48,15', '17,22,26,29,37,43,31', '04,06,11,22,42,48,23']","22,29,34,36,44,46,37"
"['17,22,26,29,37,43,31', '04,06,11,22,42,48,23', '22,29,34,36,44,46,37']","02,06,13,34,40,44,14"
"['04,06,11,22,42,48,23', '22,29,34,36,44,46,37', '02,06,13,34,40,44,14']","13,28,29,32,33,34,43"
"['22,29,34,36,44,46,37', '02,06,13,34,40,44,14', '13,28,29,32,33,34,43']","14,15,20,29,32,39,43"
